msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer,source_file
bf53bc2e-93c8-49bf-89b5-e5e06b6bab6a,chat:u_1_u_2,16,Barbara,Naama🧚🏻‍♀️,2019-12-04 13:39:38,"Hi guys, is there anyone who can come for my shift today? I will return the favor during the week/next week. I received an urgent referral to the hospital and definitely won't be able to finish before the shift starts
Hi Naama, maybe you can? (And yes I did, I just did the business from the group :)","hahahahahah
One second, I'm checking",nama_translated.txt
7d542450-b9ae-4b9d-b020-bd4a9444726b,chat:u_1_u_2,17,Naama🧚🏻‍♀️,Barbara,2019-12-04 13:46:20,"hahahahahah
One second, I'm checking","If you need a ride, I'll take you
I have no problem with that
I just have to do this today",nama_translated.txt
f400754d-20f7-4619-876e-e9d2dd067bd9,chat:u_1_u_2,18,Barbara,Naama🧚🏻‍♀️,2019-12-04 13:46:34,"If you need a ride, I'll take you
I have no problem with that
I just have to do this today",From Nahariya??!,nama_translated.txt
96b41a41-5d45-44ee-a873-dbf23de73891,chat:u_1_u_2,19,Naama🧚🏻‍♀️,Barbara,2019-12-04 13:48:51,From Nahariya??!,Yes,nama_translated.txt
b5100949-4264-4bd6-a1d3-ae1070a437c1,chat:u_1_u_2,20,Barbara,Naama🧚🏻‍♀️,2019-12-04 13:49:02,Yes,"Okay, let's go
I'll switch with you",nama_translated.txt
43073ae1-65a4-4641-b4e8-21623895b9af,chat:u_1_u_2,21,Naama🧚🏻‍♀️,Barbara,2019-12-04 13:49:23,"Okay, let's go
I'll switch with you","Okay, I'll send a message to Shirel",nama_translated.txt
66846131-0339-42a8-8a82-39eab0baa874,chat:u_1_u_2,22,Barbara,Naama🧚🏻‍♀️,2019-12-04 13:49:34,"Okay, I'll send a message to Shirel",But unfortunately I really need a ride because I won't make the public transport,nama_translated.txt
1507f9f8-bf14-4bc1-aec8-48e1ce41ce7b,chat:u_1_u_2,23,Naama🧚🏻‍♀️,Barbara,2019-12-04 13:49:39,But unfortunately I really need a ride because I won't make the public transport,"That's not a problem for me, it's a 20 minute drive for me one way
In the meantime, I'll also have time to eat and change clothes lol",nama_translated.txt
b0f1d68e-6092-4a50-b194-7c187de197ac,chat:u_1_u_2,24,Barbara,Naama🧚🏻‍♀️,2019-12-04 13:50:09,"That's not a problem for me, it's a 20 minute drive for me one way
In the meantime, I'll also have time to eat and change clothes lol","I'm changing too
I don't mind being late either
So don't worry",nama_translated.txt
f6fa2105-2ac5-42e9-9e89-8812170dc578,chat:u_1_u_2,25,Naama🧚🏻‍♀️,Barbara,2019-12-04 13:50:49,"I'm changing too
I don't mind being late either
So don't worry",Yeah and then I'm the one who's blamed lol,nama_translated.txt
e1728174-ea6a-4274-88f0-5403c90f1661,chat:u_1_u_2,26,Barbara,Naama🧚🏻‍♀️,2019-12-04 14:08:51,Yeah and then I'm the one who's blamed lol,"Why would you be blamed
I'm always late for the middle shift
I don't have public transport on time
The Iris 15 is the address
You're with me on Tuesday, right???
OMG Barbara what is that new pictureee
It's perfect",nama_translated.txt
e3c36cb3-6fb7-4cf0-a9e8-2c53eee07e77,chat:u_1_u_2,27,Naama🧚🏻‍♀️,Barbara,2019-12-04 14:19:30,"Why would you be blamed
I'm always late for the middle shift
I don't have public transport on time
The Iris 15 is the address
You're with me on Tuesday, right???
OMG Barbara what is that new pictureee
It's perfect","No, I'm not
And don't ask why and what
I've been angry about it all day",nama_translated.txt
9d28bc4e-e727-4594-8745-decc530497eb,chat:u_1_u_2,28,Barbara,Naama🧚🏻‍♀️,2019-12-29 20:36:30,"No, I'm not
And don't ask why and what
I've been angry about it all day","I don't understand
I'm there alone?
Why
Based on what",nama_translated.txt
d31fe77b-6764-4499-b453-39a34e473a44,chat:u_1_u_2,29,Naama🧚🏻‍♀️,Barbara,2019-12-29 20:46:17,"I don't understand
I'm there alone?
Why
Based on what","Do you think they'll let you be there alone?
On New Year's Eve?
Based on the fact that it's the only holiday we celebrate as a family since I made Aliyah. Based on the fact that I told her two weeks ago I wouldn't be here on that date.",nama_translated.txt
5534bcd9-7e65-4198-adc7-fc952524c420,chat:u_1_u_2,30,Barbara,Naama🧚🏻‍♀️,2019-12-29 21:36:22,"Do you think they'll let you be there alone?
On New Year's Eve?
Based on the fact that it's the only holiday we celebrate as a family since I made Aliyah. Based on the fact that I told her two weeks ago I wouldn't be here on that date.","Oh, oops, I was afraid you wanted to work and they got you stuck
What a bummer
Of course you should stay with the family",nama_translated.txt
afa08c25-cf2c-413e-a965-f1ed52bd4b29,chat:u_1_u_2,31,Naama🧚🏻‍♀️,Barbara,2019-12-29 22:22:13,"Oh, oops, I was afraid you wanted to work and they got you stuck
What a bummer
Of course you should stay with the family",Oh no,nama_translated.txt
c872ad03-9829-41ea-afaa-8a0a47818a63,chat:u_1_u_2,32,Barbara,Naama🧚🏻‍♀️,2019-12-29 22:22:30,Oh no,It's Novy God,nama_translated.txt
8a70bc76-4953-4a38-9a36-bd68a6fd3544,chat:u_1_u_2,33,Naama🧚🏻‍♀️,Barbara,2019-12-29 22:22:32,It's Novy God,Right,nama_translated.txt
0bed980d-d52b-4d3a-81c8-f98902aec564,chat:u_1_u_2,34,Barbara,Naama🧚🏻‍♀️,2019-12-29 22:22:35,Right,"Great, I'm happy that you're celebrating as you should",nama_translated.txt
5a208347-1c90-434f-a3a2-5a65286579bd,chat:u_1_u_2,35,Naama🧚🏻‍♀️,Barbara,2019-12-29 22:33:21,"Great, I'm happy that you're celebrating as you should","Naama, tell me, did you open up the whole week for Shirel or are you busy?",nama_translated.txt
29964896-1a96-466c-93ed-63265e80365b,chat:u_1_u_2,36,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:42:13,"Naama, tell me, did you open up the whole week for Shirel or are you busy?","Why are you asking?
I didn't open everything for her",nama_translated.txt
37655508-d334-4a2e-a714-23433251d331,chat:u_1_u_2,37,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:42:44,"Why are you asking?
I didn't open everything for her","Just curious lol
They gave me 5 shifts this week
which is good",nama_translated.txt
94a9721e-e5ac-42db-ba0e-8383f8a2f7be,chat:u_1_u_2,38,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:42:54,"Just curious lol
They gave me 5 shifts this week
which is good",But they really annoyed me,nama_translated.txt
dcf15889-3a02-499e-b495-447bc9462285,chat:u_1_u_2,39,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:43:04,But they really annoyed me,"That's money I really need
Why?",nama_translated.txt
0ca2d0d7-2772-4547-a769-4773a20f09d5,chat:u_1_u_2,40,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:43:08,"That's money I really need
Why?","Well, great",nama_translated.txt
776b32c6-6af0-42de-a3a8-9c00f5da2741,chat:u_1_u_2,41,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:43:14,"Well, great","With the message she sent
?",nama_translated.txt
dd83196a-60ba-4700-a2d8-8a77718cf2bf,chat:u_1_u_2,42,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:43:15,"With the message she sent
?","What's up with that thing
Yes",nama_translated.txt
c1262a51-14bf-43cb-a3db-2f940c4c1ed5,chat:u_1_u_2,43,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:43:19,"What's up with that thing
Yes","Yeah, that's really lame
I haven't seen anything like that anywhere yet",nama_translated.txt
9fde90c6-f638-4960-8859-630b075e202c,chat:u_1_u_2,44,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:43:26,"Yeah, that's really lame
I haven't seen anything like that anywhere yet","Just stupid
Me neither
It feels really childish to me
They probably got mad that they gave conditions",nama_translated.txt
c355601f-b87c-4002-a18c-30058b3bf35c,chat:u_1_u_2,45,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:43:39,"Just stupid
Me neither
It feels really childish to me
They probably got mad that they gave conditions",‎audio omitted,nama_translated.txt
9dd7bc47-7a12-4c6b-95f5-5ad7227da3f3,chat:u_1_u_2,46,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:44:03,‎audio omitted,"Yeah I'm really shocked
‎audio omitted",nama_translated.txt
ad580f0e-80ec-4b95-bea8-5df2e3c207e5,chat:u_1_u_2,47,Naama🧚🏻‍♀️,Barbara,2020-01-05 17:44:28,"Yeah I'm really shocked
‎audio omitted",‎audio omitted,nama_translated.txt
7bb46471-7c8c-46a7-8d1a-2067e69659f9,chat:u_1_u_2,48,Barbara,Naama🧚🏻‍♀️,2020-01-05 17:47:11,‎audio omitted,"‎audio omitted
We just left nowww
Just nowww
That couple
Sat until ten minutes agooo
Just like that!!!!!!",nama_translated.txt
9fa3988d-a8aa-4ac9-8b03-a607c0085e91,chat:u_1_u_2,49,Naama🧚🏻‍♀️,Barbara,2020-01-05 18:11:30,"‎audio omitted
We just left nowww
Just nowww
That couple
Sat until ten minutes agooo
Just like that!!!!!!",Wtf,nama_translated.txt
577fcdd2-478d-4615-a5db-32c0fc70539d,chat:u_1_u_2,50,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:46:01,Wtf,Everything was already closed,nama_translated.txt
834aace0-3cb6-4ed9-9edc-2587376d2d79,chat:u_1_u_2,51,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:46:07,Everything was already closed,Pizdets,nama_translated.txt
a92c5503-b0af-49c2-abb2-55d9730c0d4b,chat:u_1_u_2,52,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:46:07,Pizdets,"Everything
We waited for them
Wow may their name be erased",nama_translated.txt
2e5c37fb-e041-4789-84ae-c3da5f7e0810,chat:u_1_u_2,53,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:46:08,"Everything
We waited for them
Wow may their name be erased",People have no shame,nama_translated.txt
c61c6241-1bf3-4911-a02b-35e03fd276fe,chat:u_1_u_2,54,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:46:20,People have no shame,Lucky you left,nama_translated.txt
a73c2f88-3695-417a-897e-07e8ea06b9cd,chat:u_1_u_2,55,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:46:22,Lucky you left,Truly lucky,nama_translated.txt
cb90454c-3b78-44aa-becf-9aa37a83d0ad,chat:u_1_u_2,56,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:46:27,Truly lucky,"No kidding
You would have gone crazy",nama_translated.txt
73ca7a00-611e-4a65-b59a-717fc9c91b87,chat:u_1_u_2,57,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:46:28,"No kidding
You would have gone crazy","‎audio omitted
How well you know me hahahahahaha",nama_translated.txt
991a037c-eb5d-4d35-95cc-61e13f1bd406,chat:u_1_u_2,58,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:46:54,"‎audio omitted
How well you know me hahahahahaha","Shock
You studied for him and he doesn't know anything at all???",nama_translated.txt
12986e0f-d570-4fba-8933-0a5588dbe477,chat:u_1_u_2,59,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:47:37,"Shock
You studied for him and he doesn't know anything at all???",How did Noam react to them just sitting there like that?,nama_translated.txt
f4b4561a-898f-437b-94c9-a8fa3001c889,chat:u_1_u_2,60,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:47:55,How did Noam react to them just sitting there like that?,He already cut out to watch the game,nama_translated.txt
4686ed8d-b001-44cd-8ba2-7dddae24181e,chat:u_1_u_2,61,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:48:08,He already cut out to watch the game,"He knows. He just probably didn't review the material at all
hahahahahahahahaha
Wait, how did you get home??????",nama_translated.txt
3dbb62d9-ef13-45b7-a4d9-5cef578936bf,chat:u_1_u_2,62,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:48:10,"He knows. He just probably didn't review the material at all
hahahahahahahahaha
Wait, how did you get home??????",🤦🏻‍♀🤦🏻‍♀🤦🏻‍♀,nama_translated.txt
ea9f1399-f661-47f9-b4c5-d4e8a3a4a336,chat:u_1_u_2,63,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:48:32,🤦🏻‍♀🤦🏻‍♀🤦🏻‍♀,And who were you sitting with there?,nama_translated.txt
158416f3-0403-4d8c-a682-364b0a3c4534,chat:u_1_u_2,64,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:48:36,And who were you sitting with there?,We just got into a taxi,nama_translated.txt
9168ca37-9063-4017-82c9-10cccb584535,chat:u_1_u_2,65,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:48:40,We just got into a taxi,Who did you wait with for them to leave?,nama_translated.txt
7eb77b36-6517-4038-a286-1511133ff072,chat:u_1_u_2,66,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:48:44,Who did you wait with for them to leave?,He just watched in some place near Marketo,nama_translated.txt
c8ca8423-3dc7-4036-958c-d87524c6a8f8,chat:u_1_u_2,67,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:48:52,He just watched in some place near Marketo,"Ahhhh
hahahahahahahahahaha
Pee lol
Next time take a book, treat yourself to a cocktail
A chill evening
lol",nama_translated.txt
18da5500-c79d-4b76-b328-c446d630606d,chat:u_1_u_2,68,Barbara,Naama🧚🏻‍♀️,2020-01-06 22:48:57,"Ahhhh
hahahahahahahahahaha
Pee lol
Next time take a book, treat yourself to a cocktail
A chill evening
lol","You know how much wine I've already drunk
Seriously
How much can one have
Without some pizza next to it
Fries
Popcorn
Something to snack on
Tell me why I'm even coming
Probably no people
Bubbi did you end up working yesterday?",nama_translated.txt
6b3de68c-fbe3-4762-803e-9d14b604ce01,chat:u_1_u_2,69,Naama🧚🏻‍♀️,Barbara,2020-01-06 22:50:08,"You know how much wine I've already drunk
Seriously
How much can one have
Without some pizza next to it
Fries
Popcorn
Something to snack on
Tell me why I'm even coming
Probably no people
Bubbi did you end up working yesterday?","Yes 🤮
100 shekels
There wasn't a single person",nama_translated.txt
91401933-f63c-443e-a64b-d8f60a5c5dbc,chat:u_1_u_2,70,Barbara,Naama🧚🏻‍♀️,2020-01-09 18:09:11,"Yes 🤮
100 shekels
There wasn't a single person",Until what time??,nama_translated.txt
911163b2-f46f-4cdc-a6ff-7b381f76b145,chat:u_1_u_2,71,Naama🧚🏻‍♀️,Barbara,2020-01-09 18:16:26,Until what time??,20:30 we finished closing,nama_translated.txt
a64e506c-b6b9-4a7e-81fd-3caab5434845,chat:u_1_u_2,72,Barbara,Naama🧚🏻‍♀️,2020-01-09 19:45:55,20:30 we finished closing,"Barbarba
I forgot to talk to you
Sorry 🖤
I picked up my mom from the airport",nama_translated.txt
2c783186-cac3-4b47-86c4-3d279256ffca,chat:u_1_u_2,73,Naama🧚🏻‍♀️,Barbara,2020-01-12 22:56:53,"Barbarba
I forgot to talk to you
Sorry 🖤
I picked up my mom from the airport","You won't believe I just dreamed about it
Naamaaaa
Do you want to hang out with me? Now?
Wait, let's start with if you're free? lol",nama_translated.txt
af4a0c8b-1dad-40e0-b0ec-63901840d7d1,chat:u_1_u_2,74,Barbara,Naama🧚🏻‍♀️,2020-01-13 15:25:21,"You won't believe I just dreamed about it
Naamaaaa
Do you want to hang out with me? Now?
Wait, let's start with if you're free? lol","Bubbi
I'm just at Izze
With a friend
You're welcome to come if you want",nama_translated.txt
6fa71a29-e106-4dc6-a3b8-b5385df9d28a,chat:u_1_u_2,75,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:39:06,"Bubbi
I'm just at Izze
With a friend
You're welcome to come if you want","Oh okay
How long will you sit there?",nama_translated.txt
4f83a208-7fce-44c2-9a0f-7e848a672d23,chat:u_1_u_2,76,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:39:29,"Oh okay
How long will you sit there?","Um, I don't know
Probably until we get tired",nama_translated.txt
62153f30-d9c3-492d-b040-b4ff35a41a89,chat:u_1_u_2,77,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:42:13,"Um, I don't know
Probably until we get tired",When does that usually happen? hahahaha,nama_translated.txt
b99143f8-aaf4-4622-a1fc-69b5c3d67a1d,chat:u_1_u_2,78,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:42:30,When does that usually happen? hahahaha,"Wow, I wish we could go out together",nama_translated.txt
9a55be85-c37b-49b5-96c7-89430c33b97d,chat:u_1_u_2,79,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:42:33,"Wow, I wish we could go out together","Okay, I'll get ready for half an hour and leave",nama_translated.txt
d337a5c8-83a1-4d9e-870f-b04d45d09ffb,chat:u_1_u_2,80,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:42:52,"Okay, I'll get ready for half an hour and leave",Um between 11 and 1,nama_translated.txt
56fbd154-0b4f-4056-a110-f1f75069a374,chat:u_1_u_2,81,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:42:56,Um between 11 and 1,"Definitely? lol
Ahhh cool",nama_translated.txt
95ddb27b-c605-479e-b77e-e78c1ea37f58,chat:u_1_u_2,82,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:43:00,"Definitely? lol
Ahhh cool",Yes.,nama_translated.txt
07c4421b-d0a0-464b-b621-b6a59c0622a6,chat:u_1_u_2,83,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:43:07,Yes.,And a period at the end lollll,nama_translated.txt
233cd4e7-5d74-427d-8285-0ef5c3e247c6,chat:u_1_u_2,84,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:43:13,And a period at the end lollll,hahahahaha,nama_translated.txt
a3aea269-67c1-4962-8297-9adcbb668904,chat:u_1_u_2,85,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:43:20,hahahahaha,You're amazing lolllll,nama_translated.txt
e451a558-503b-408e-be11-9f92aef6715c,chat:u_1_u_2,86,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:43:23,You're amazing lolllll,"The friend speaks English
Fair warning",nama_translated.txt
f9754309-f1cc-4095-8d04-a2c1e97b860b,chat:u_1_u_2,87,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:43:29,"The friend speaks English
Fair warning","I'll be there in half an hour
A real warning lolll",nama_translated.txt
fa13533d-0263-465a-a376-606ece160d65,chat:u_1_u_2,88,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:53:47,"I'll be there in half an hour
A real warning lolll",💕,nama_translated.txt
798a4ec0-27d6-479c-92ae-c24536048bc3,chat:u_1_u_2,89,Naama🧚🏻‍♀️,Barbara,2020-01-16 21:58:15,💕,"You know a new employee joined our team today
American
I spoke English all day today, damn it lollll",nama_translated.txt
9fa2f78a-aa58-47a3-a980-e65d48541de9,chat:u_1_u_2,90,Barbara,Naama🧚🏻‍♀️,2020-01-16 21:58:41,"You know a new employee joined our team today
American
I spoke English all day today, damn it lollll","Aren't you working???
They took the spot next to usss
Zach?",nama_translated.txt
f8aedf61-c741-4be8-b742-7c26dbe59cf5,chat:u_1_u_2,91,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:03:08,"Aren't you working???
They took the spot next to usss
Zach?",Yesnn,nama_translated.txt
b9225cbd-4a92-4858-bbbc-fef2fcf823a4,chat:u_1_u_2,92,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:03:28,Yesnn,"Yes, I know",nama_translated.txt
7af737d9-d4d6-41cd-86f3-e6380a737007,chat:u_1_u_2,93,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:03:30,"Yes, I know",I worked morning,nama_translated.txt
3bb16c56-1e0c-4407-96d1-bc59197babd7,chat:u_1_u_2,94,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:03:33,I worked morning,"I understood
!!!!",nama_translated.txt
b0d0da81-add1-4b70-a981-cbff1af78007,chat:u_1_u_2,95,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:03:44,"I understood
!!!!","Never mind lol
I'll take a chair
I'll save a spot at the table with just one drink",nama_translated.txt
5c994f7d-0ed9-4338-a1d6-ab55b29b1495,chat:u_1_u_2,96,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:04:13,"Never mind lol
I'll take a chair
I'll save a spot at the table with just one drink","Great
Update me when you arrive
We are on the next
The bar",nama_translated.txt
0a9c5aa8-c00e-4c88-a0c6-57fc8b47835d,chat:u_1_u_2,97,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:06:12,"Great
Update me when you arrive
We are on the next
The bar","Noooo
No:(
Is there no space outside?",nama_translated.txt
81532534-28e2-4068-8f8f-f7ba191b4070,chat:u_1_u_2,98,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:06:27,"Noooo
No:(
Is there no space outside?",Because it was supposed to rainnnn,nama_translated.txt
9f386f62-3a8f-4746-b6cb-a02364f08e44,chat:u_1_u_2,99,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:06:41,Because it was supposed to rainnnn,"Or is it cold for you?
Oh",nama_translated.txt
c53a0928-9862-4efa-8638-76687bdf4899,chat:u_1_u_2,100,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:06:41,"Or is it cold for you?
Oh","I'm afraid of the rain
It's raining in Nahariya
And it's supposed to rain here too",nama_translated.txt
9425ab31-a4dd-4e6c-bc41-76328f91165a,chat:u_1_u_2,101,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:06:52,"I'm afraid of the rain
It's raining in Nahariya
And it's supposed to rain here too",What is there to be afraid of?,nama_translated.txt
6b73203f-6221-42b4-a506-6248e7dbd3f4,chat:u_1_u_2,102,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:07:05,What is there to be afraid of?,"We can hope the people next to us get up
hahahahaha",nama_translated.txt
62ce55f0-61c3-4999-b072-0ae626aa18f0,chat:u_1_u_2,103,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:07:08,"We can hope the people next to us get up
hahahahaha",I'll ask nicely for them to move,nama_translated.txt
a413b291-c035-4d7b-887f-3fee47c2e8b7,chat:u_1_u_2,104,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:07:21,I'll ask nicely for them to move,Just in case we sit there and then it rains,nama_translated.txt
490c1d5c-f0ef-441c-8df2-4b6b873762d6,chat:u_1_u_2,105,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:07:26,Just in case we sit there and then it rains,"Okay buddy, I assume you have traumas from what happened in Nahariya
*After",nama_translated.txt
052e107c-e002-4954-b8fa-27530d86c008,chat:u_1_u_2,106,Barbara,Naama🧚🏻‍♀️,2020-01-16 22:07:33,"Okay buddy, I assume you have traumas from what happened in Nahariya
*After","Right
Totally",nama_translated.txt
06ef13d9-0a5c-4571-9572-49be9ae1f8fd,chat:u_1_u_2,107,Naama🧚🏻‍♀️,Barbara,2020-01-16 22:12:04,"Right
Totally","‎You deleted this message.
‎You deleted this message.
Naama tell me the truth, after the embarrassing things I did on Thursday you won't want to go out with me, right? lol
Shame on me for being so weak
Apparently",nama_translated.txt
46692bed-589a-438a-b99b-0d7f91052ab0,chat:u_1_u_2,108,Barbara,Naama🧚🏻‍♀️,2020-01-16 23:34:02,"‎You deleted this message.
‎You deleted this message.
Naama tell me the truth, after the embarrassing things I did on Thursday you won't want to go out with me, right? lol
Shame on me for being so weak
Apparently","hahahahahahah
Why did you decide that
I had fun",nama_translated.txt
710fac44-027d-42af-aa5d-dba8f0d0b117,chat:u_1_u_2,109,Naama🧚🏻‍♀️,Barbara,2020-01-19 18:53:50,"hahahahahahah
Why did you decide that
I had fun","Really?????
Me too
But on the way back I was very afraid of falling into the bushes
🙃",nama_translated.txt
d2b04e48-2783-4fb1-b1ca-b06de04ca7e7,chat:u_1_u_2,110,Barbara,Naama🧚🏻‍♀️,2020-01-19 19:04:39,"Really?????
Me too
But on the way back I was very afraid of falling into the bushes
🙃","hahahahahah
Too bad you didn't fall and too bad I wasn't there to see it",nama_translated.txt
480ba110-e085-42ef-9035-3e8005254e7f,chat:u_1_u_2,111,Naama🧚🏻‍♀️,Barbara,2020-01-19 19:05:37,"hahahahahah
Too bad you didn't fall and too bad I wasn't there to see it","hahahahahahahahaha
Listen, it actually happened once lolll
Too bad you weren't there
For your sake",nama_translated.txt
153fb102-5d3d-4f1c-b65b-43f5e7b257ba,chat:u_1_u_2,112,Barbara,Naama🧚🏻‍♀️,2020-01-19 19:05:53,"hahahahahahahahaha
Listen, it actually happened once lolll
Too bad you weren't there
For your sake","‎audio omitted
We're together todayyyy",nama_translated.txt
43465bf1-46e6-49ec-9569-3a8289626ca3,chat:u_1_u_2,113,Naama🧚🏻‍♀️,Barbara,2020-01-20 00:45:48,"‎audio omitted
We're together todayyyy","Whatwhatwhatwhat
I was sure I was with Shira
Shirel",nama_translated.txt
9352fc89-40bf-428c-a8aa-339c548a324c,chat:u_1_u_2,114,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:32:41,"Whatwhatwhatwhat
I was sure I was with Shira
Shirel","No
I'm the middle shift
With you",nama_translated.txt
3b325e67-1f85-4f2d-8425-0bdd6af82ed9,chat:u_1_u_2,115,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:32:54,"No
I'm the middle shift
With you","Yes
Thank Godddd
❤️❤️❤️❤️",nama_translated.txt
f27bb9a0-fd3c-4b29-aeca-6d0ca5901f38,chat:u_1_u_2,116,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:33:04,"Yes
Thank Godddd
❤️❤️❤️❤️","Yes, that really encouraged me",nama_translated.txt
d7766f58-08dc-4b98-baa1-73d56a65aeed,chat:u_1_u_2,117,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:33:14,"Yes, that really encouraged me","Really? lolll
Listen, my dream is to do all the shifts with you. Then time passes faster
And it's funny
And not boring",nama_translated.txt
7eed582e-f127-4813-a379-19b39e745985,chat:u_1_u_2,118,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:33:18,"Really? lolll
Listen, my dream is to do all the shifts with you. Then time passes faster
And it's funny
And not boring","Exactly
Unfortunately, we are only together today
The rest of the time is Shirel
You only have one shift?!??!?!??!",nama_translated.txt
803a4f49-6ff1-4298-a981-0a02ad77e654,chat:u_1_u_2,119,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:33:55,"Exactly
Unfortunately, we are only together today
The rest of the time is Shirel
You only have one shift?!??!?!??!","Hello
Yes, they don't give me as many shifts anymore",nama_translated.txt
b1d52dad-4836-4680-8709-bb9b3a6fe48e,chat:u_1_u_2,120,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:34:51,"Hello
Yes, they don't give me as many shifts anymore",I'm in shock,nama_translated.txt
a84022ba-a51a-4670-a96a-81ee5d8b09cb,chat:u_1_u_2,121,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:35:05,I'm in shock,Whatever,nama_translated.txt
155c87e5-b125-46c1-8a86-38e484ab3bdc,chat:u_1_u_2,122,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:35:10,Whatever,Why are you staying then,nama_translated.txt
d88d9dee-15a1-47b4-8594-52ea7ec518bb,chat:u_1_u_2,123,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:35:10,Why are you staying then,"I don't know
We'll see
I'll first see what I'm doing with my future",nama_translated.txt
27f83baf-8be0-4cc3-9e87-bea839f505f9,chat:u_1_u_2,124,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:35:14,"I don't know
We'll see
I'll first see what I'm doing with my future","Listen, there's a chance I might be entering a week-long project
If so, I expect you to take all my shifts",nama_translated.txt
14f3811d-35fe-437f-9709-e13aea65b70d,chat:u_1_u_2,125,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:35:27,"Listen, there's a chance I might be entering a week-long project
If so, I expect you to take all my shifts","hahahahaha
When?",nama_translated.txt
ea1e09b7-975c-4b08-bf24-4b8f208d789a,chat:u_1_u_2,126,Barbara,Naama🧚🏻‍♀️,2020-01-20 11:35:45,"hahahahaha
When?",I'm seriousss,nama_translated.txt
5e02b67b-651c-4be6-a264-a01daa9f21b8,chat:u_1_u_2,127,Naama🧚🏻‍♀️,Barbara,2020-01-20 11:35:53,I'm seriousss,Good lollll,nama_translated.txt
